Name,Users,search_provider,homepage,background,content_script,browser_action
Toronto Raptors HD Wallpapers NBA Teams Theme, 31 , True , False , True , False , True
New tab Memphis Grizzlies Wallpaper, 2 , True , False , False , False , True
Pretty Little Liars HD Wallpapers Theme, 91 , True , False , True , False , True
Search Encrypt - A Private Search Engine, 558 , True , False , True , False , True
Dragon Age Game Wallpapers, 57 , True , False , False , False , True
Flowers Wallpapers FullHD New Tab, 30 , True , False , True , False , True
Glitter Wallpapers FullHD New Tab, 2 , True , False , True , False , True
Drones and Quadcopters HD Wallpapers Theme, 5 , True , False , True , False , True
Wallpaper Houston New Tab, 2 , True , True , True , False , True
Space Wallpapers., 1 , True , False , False , False , True
Koenigsegg&Saab HD Wallpapers New Tab,  , True , False , False , False , True
Chedot new-tab, 35185 , False , True , True , False , False
Lamborghini vs BMW HD Wallpapers New Tab, 16 , True , False , False , False , True
Bicycles HD Wallpapers Bikes New Tab Theme, 66 , True , False , True , False , True
Search Swift, 69247 , True , False , True , False , True
Quick Searching, 1 , True , False , True , False , True
Undertale HD Wallpapers Games Theme, 74 , True , False , True , False , True
Foxy Newtab, 14 , True , False , True , False , True
Stay Safe, 14472 , True , False , True , False , True
New England Patriots HD Wallpapers NFL Theme, 66 , True , False , True , False , True
Attack On Titan HD Wallpapers Anime Theme, 47 , True , False , True , False , True
YouTube Ratings Preview, 4 , True , False , True , False , False
Far Cry:Primal Wallpapers., 79 , True , False , False , False , True
HD Street Fighter V Background, 153 , True , True , True , False , True
HD Stork wallpapers new tab, 2 , True , False , False , False , True
Movie Junkie, 9 , True , False , True , False , False
Safe Browsing, 81 , True , False , True , False , True
GTA V (GTA 5) Wallpapers & New Tab, 71 , True , False , True , False , False
Forecast Mate - Worldwide Weather Updates, 1102 , True , False , True , False , True
Linkey Search, 11 , True , False , True , False , True
Speed Dial,  , True , False , True , False , True
Search Page, 4375 , True , False , True , False , False
Hello Neighbor Game Wallpapers, 643 , True , False , False , False , True
Fish Wallpapers., 173 , True , False , False , False , True
Free Dragon Ball Wallpaper, 6 , True , True , True , False , True
Vegeta Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Adaware Secure Search, 453481 , True , False , True , False , True
Dogpile Private Search, 14 , True , False , True , False , True
New Tab Lord of the Rings Background, 123 , True , True , True , False , True
Allu, 1 , True , False , True , False , True
DubSearch, 10578 , True , False , True , False , True
movieTube Search, 52059 , True , False , True , False , True
Witcher 3 Wallpapers FullHD New Tab, 2 , True , False , True , False , True
Pink Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Wallpaper Looney Tunes new tab theme, 49 , True , False , False , False , True
FinderNinja, 4101 , True , False , True , False , True
Haber Skop, 3 , False , True , False , False , True
Chris Paul HD New Tab, 32 , True , True , True , False , True
Forumer New Tab, 3220 , True , True , False , False , False
Haiku, Search Powered by Bing, 17 , True , False , True , False , False
HD Kung Fu Panda Background, 60 , True , True , True , False , True
Search Quick Mail Login, 64 , True , False , True , False , False
Search By mixMusic, 567568 , True , False , True , False , False
The Walking Dead Game HD Wallpapers New Tab, 76 , True , False , False , False , True
New Donkey Kong Tab, 74 , True , True , True , False , True
Wallpaper HD Boca juniors, 267 , True , False , False , False , True
GamingFriendly Search, 11882 , True , False , True , False , True
The Sexy Brutale New HD Tab, 4 , True , True , True , False , True
Purple Wallpaper, 466 , True , False , False , False , True
Death Note Wallpapers FullHD New Tab,  , True , False , True , False , True
Max Payne 3 Game HD Wallpapers New Tab, 35 , True , False , False , False , True
Giggle Search, 12 , False , True , False , False , True
Bait Find, 1 , True , False , False , False , True
Uradni navijaški center RK Celje, 13 , False , True , False , False , False
privacyProtection, 24118 , True , False , True , False , True
pfehmkpffhhabcnoifmohlgpmnlplaen.json, 121 , False , True , True , False , True
Free Run HD Wallpapers Parkour New Tab Theme, 85 , True , False , True , False , True
Horses Animals Wallpapers FullHD New Tab, 3 , True , False , True , False , True
TheElegntEyelash Search, 71 , True , False , True , False , True
HD Toy Story Tab, 5 , True , True , True , False , True
Rappers HD Wallpapers Hip Hop Theme, 340 , True , False , True , False , True
Duke Nukem 3D HD Wallpapers New Tab, 15 , True , False , False , False , True
The Witcher 3 Game HD Wallpapers New Tab, 547 , True , False , False , False , True
Sky Cloud and Stars Wallpapers FullHD New Tab, 10 , True , False , True , False , True
hao123 Tabs, 1 , False , True , True , False , False
Wallpaper Dallas Tab, 5 , True , True , True , False , True
Skolyo, 1 , True , False , True , False , False
Overwatch Wallpapers FullHD New Tab, 4 , True , False , True , False , True
Mass Effect 3 Game HD Wallpapers New Tab, 72 , True , False , False , False , True
Wallpaper Crash Bandicoot Tab, 242 , True , True , True , False , True
phahpfcgnhidlmkampgnhlemomgienkk.json, 147 , True , False , True , False , False
Rays the Dead Game HD Wallpapers New Tab, 1 , True , False , False , False , True
Final Fantasy Wallpapers FullHD New Tab ,  , True , False , True , False , True
phkdcinmmljblpnkohlipaiodlonpinf.json, 4096539 , True , False , True , False , False
SteamWorld Dig 2 HD Background Tab, 2 , True , True , True , False , True
The Binding of Isaac Rebirth Game Wallpapers, 29 , True , False , True , False , True
Dying Light The Following Wallpaper & New Tab, 91 , True , True , True , False , True
LoL Draven New Tab, 55 , True , True , True , False , True
worldsearch, 4 , True , False , True , False , True
SearchFX New Tab, 1763 , True , False , True , False , True
Search Safe, 53 , False , True , False , False , True
The Legend of Zelda Wallpapers HD New Tab, 5 , True , False , True , False , True
Escape From Tarkov HD Wallpapers Games Theme, 60 , True , False , True , False , True
Black Themes Wallpapers FullHD New Tab, 1 , True , False , True , False , True
Panda Bears Wallpapers FullHD New Tab ,  , True , False , True , False , True
Unicorn Wallpapers FullHD New Tab ,  , True , False , True , False , True
MyPage, 1 , True , False , True , False , True
Lil Yachty HD Wallpapers Hip Hop Theme, 70 , True , False , True , False , True
Bake Find,  , True , False , False , False , True
Weather Guru, 2648 , True , False , True , False , True
Guns Wallpapers FullHD New Tab, 2 , True , False , True , False , True
Pokemon GO HD Wallpapers New Tab Theme, 130 , True , False , True , False , True
Wise Search, 2 , True , False , True , False , True
FTL Faster Than Light Game Wallpapers HD, 1 , True , False , True , False , True
Hotel Transylvania 3 Wallpapers HD New Tab, 1 , True , False , True , False , True
WowMovix Search Plus, 43698 , True , False , True , False , True
Dota 2 Wallpapers and New Tab, 21 , True , True , True , False , True
Filmatrix, 156 , True , False , True , False , True
Harley Davidson HD Wallpapers Motorcycles, 55 , True , False , True , False , True
Wallpaper HD On your mark,  , True , False , False , False , True
JDM Cars  HD Wallpapers Sports Cars Theme, 510 , True , False , True , False , True
songsJunkie Search, 44655 , True , False , True , False , True
pkfhmlpcajplbffdopkpfgekpkkhldig.json, 1 , True , False , False , False , False
pkifcihlgbhbamjcndkhblnifocmmmlf.json, 701 , True , False , True , False , False
New tab HD Halo legends wallpaper, 91 , True , False , False , False , True
GSearch, 9595 , True , False , True , False , True
Baseball Dash - Baseball MLB New Tab Page, 68 , True , False , True , False , True
Ultimate Utilities, 8 , True , False , True , False , False
Wallpaper Anonymous New Tab, 33 , True , True , True , False , True
Wolverine HD Wallpapers X-men New Tab Theme, 20 , True , False , True , False , True
yuvsh1, 1 , True , True , False , False , False
LoL Katarina HD New Tab, 50 , True , True , True , False , True
The Swapper Game Wallpapers FullHD New Tab,  , True , False , True , False , True
Your Yahoo tab!, 8 , True , False , True , False , True
Bursaspor Yeni Sekme, 232 , False , True , False , False , False
Full HD Anthony Davis New Tab, 47 , True , True , True , False , True
CantStopPlaying Search, 12049 , True , False , True , False , False
videoJunkie Search, 17333 , True , False , True , False , True
9nine HD Wallpapers New Tab, 1 , True , False , False , False , True
Counter Strike Wallpapers FullHD New Tab,  , True , False , True , False , True
Bentley vs Zenvo HD Wallpapers New Tab, 8 , True , False , False , False , True
Power Search New Tab, 1913 , True , False , True , False , True
Baseball HD Wallpapers MLB New Tab Theme, 203 , True , False , True , False , True
Attack on Titan HD Wallpapers New Tab, 26 , True , False , False , False , True
eSpeedMusic Search, 111875 , True , False , True , False , False
Lights HD Wallpapers New Tab Theme, 74 , True , False , True , False , True
VpnPlus, 1 , True , False , True , False , True
Dying Light Chrome Tab, 78 , True , True , True , False , True
UFC MMA Fighters HD Wallpapers New Tab Theme, 36 , True , False , True , False , True
Dragon Quest Builders New HD Tab, 22 , True , True , True , False , True
Realm Royale Wallpapers & New Tab, 6 , True , False , True , False , False
HD Geometry Dash New Page, 2078 , True , True , True , False , True
The Witness Game Wallpapers FullHD New Tab,  , True , False , True , False , True
Jamie Dornan HD Tab, 32 , True , True , True , False , True
Manchester United HD Wallpapers New Tab Theme, 122 , True , False , True , False , True
PrivateQuery for Chrome, 4 , True , False , True , False , False
Lexus HD Wallpapers Luxury Sports Cars Theme, 55 , True , False , True , False , True
New Agony Tab, 8 , True , True , True , False , True
pnlglkaegnahknnjghlabpoonndmaofd.json, 25 , True , True , True , False , True
Labrador Retriever Wallpapers Dogs & Puppies, 41 , True , False , True , False , True
Samurai Jack New Tab, 5 , True , True , True , False , True
Homepage, 26867 , False , False , False , False , False
leperdvil, 763 , True , False , True , False , False
Keytar Search, 14345 , True , False , True , False , True
Unicorn HD Wallpapers New Tab Theme, 555 , True , False , True , False , True
Flatout 4 HD Wallpapers Games New Tab Theme, 8 , True , False , True , False , True
Full HD Jurassic World: Evolution New Tab, 438 , True , True , True , False , True
Nier Automata HD New Tab,  , True , True , True , False , True
Cheese HD Wallpapers Food New Tab Theme, 7 , True , False , True , False , True
Game Wallpaper, 1 , True , False , False , False , True
DiRT 4 HD Wallpaper, 15 , True , True , True , False , True
Niagara Falls New tab, 59 , True , False , False , False , True
nJoyGames Search, 9716 , True , False , True , False , True
Anime Wallpapers FullHD New Tab, 1 , True , False , True , False , True
gw7, 1 , True , True , False , False , False
Bulldog HD Wallpapers Dogs and Puppies Theme, 65 , True , False , True , False , True
Panther Wallpapers FullHD New Tab ,  , True , False , True , False , True
myDownloadManager Search, 5147 , True , False , True , False , False
