Importer stats
--------------
 120005 100.00% total
  75686 63.07% extensions
  30621 25.52% apps
  13643 11.37% themes
     55 0.05% error

   6093 8.05% missing_permissions
   7950 10.50% missing_apis
   4394 5.81% missing_manifests

  63108 83.38% easy_conversion
   1882 2.49% browser_namespace
  16968 22.42% no_apis

Chrome API coverage
-------------------
     99 99.00% top 100 API
    226 90.40% top 250 API

Top API usage
------------
      2 app.window
      2 \u003Call_urls>
      2 dataReductionProxy
      2 preferencesPrivate
      2 infobars
      1 socket
      1 usbDevices
      1 vpnProvider
      1 https: //*/*
      1 popup
      1 tabs*
      1 none
      1 mangement
      1 Tabs
      1 content.js
      1 notificationProvider
      1 @ant-sites-string-list@
      1 mediaGalleries
      1 {'mediaGalleries': ['read', 'allAutoDetected']}
      1 {'usbDevices': [{'vendorId': 123, 'productId': 456}]}
      1 t
      1 a
      1 b
      1 s
      1 urls
      1 offroad
      1 <all_url>
      1 http//gosnapshot.com/snapshot
      1 system.network
      1 webRequestInternal
      1 newtab
      1 productfinder/
      1 *//yousonnik.ru/*
      1 Url do site*
      1 all_frames
      1 .4ltrpressonline.cengage.com
      1 clipboardWrite 
      1 accessibilityPrivate
      1 brailleDisplayPrivate
      1 commands.accessibility

Missing manifests
-------------------
   3019 externally_connectable
    287 converted_from_user_script
    283 sandbox
    169 container
    163 oauth2
    141 api_console_project_id
    124 background_page
     28 input_components
     21 container_info
     20 tts_engine
     19 shortname
     18 file_browser_handlers
     16 launch
     16 requirements
     16 -ms-preload
     12 minimum_opera_version
      9 display
      9 icon
      8 author_email
      8 language
      8 country
      8 id
      7 start_url
      7 minimum_edge_version
      7 nacl_modules
      7 persistent
      7 short_name 
      7 short name
      7 signature
      7 intents
      7 all_frames
      7 current_locale
      6 shortName
      6 default_local
      6 whitelisted_content
      5 urls
      5 launch_path
      5 automation
      4 mime_types
      4 orientation
      4 title
      4 homepage
      4 external_update_url
      4 sidebar_action
      4 short-name
      4 debug
      4 chrome_ui_overrides
      4 short_description
      3 license
      3 default_popup
      3 installs_allowed_from
      3 plugins
      3 tuid
      3 creator
      3  app 
      3 accId
      3 accCode
      2 bluetooth
      2 display_in_launcher
      2 kiosk_enabled
      2 popup
      2 _comment
      2 repository
      2 default_title
      2 gdrive_mime_types
      2 scrreminder
      2 content_script
      2 scripts
      2 Short Name
      2 browser_actions
      2 permission
      2 Short name
      2 keywords
      2 js
      2 first_hit_url
      2 tbid
      2 update_hit_url
      2 service
      2 theme_color
      2 background_color
      2 matches
      1 persisten
      1 web
      1 background.persistent
      1 _version
      1 previous_version
      1 devMode
      1 home_page_url
      1 debug_mode
      1 endpointUrl
      1 icons.png
      1 nickname
      1 desription
      1 dev
      1 settings
      1 position
      1 search_url
      1 file_system_provider_capabilities
      1 buildName
      1 include_globs
